median house value,median income,housing median age,total rooms,total bedrooms,population,households,latitude,longitude
1.5650000000000000e+005,3.0682000000000000e+000,3.9000000000000000e+001,2.0030000000000000e+003,5.0000000000000000e+002,1.1090000000000000e+003,4.6400000000000000e+002,3.7799999999999997e+001,-1.2220999999999999e+002
1.5100000000000000e+005,3.0756999999999999e+000,3.9000000000000000e+001,2.0180000000000000e+003,4.4700000000000000e+002,1.2210000000000000e+003,4.4600000000000000e+002,3.7799999999999997e+001,-1.2220999999999999e+002
2.7300000000000000e+005,4.9558999999999997e+000,4.3000000000000000e+001,3.0450000000000000e+003,4.9900000000000000e+002,1.1150000000000000e+003,4.5500000000000000e+002,3.7799999999999997e+001,-1.2220000000000000e+002
2.1710000000000000e+005,4.7721000000000000e+000,5.2000000000000000e+001,1.5470000000000000e+003,2.9300000000000000e+002,7.0600000000000000e+002,2.6800000000000000e+002,3.7799999999999997e+001,-1.2220000000000000e+002
1.8710000000000000e+005,3.4861000000000000e+000,5.2000000000000000e+001,3.5190000000000000e+003,7.1100000000000000e+002,1.8830000000000000e+003,7.0600000000000000e+002,3.7799999999999997e+001,-1.2220999999999999e+002
2.3960000000000000e+005,5.1184000000000003e+000,4.1000000000000000e+001,2.0700000000000000e+003,3.5400000000000000e+002,8.0400000000000000e+002,3.4000000000000000e+002,3.7799999999999997e+001,-1.2220000000000000e+002
2.2970000000000000e+005,4.0976999999999997e+000,4.8000000000000000e+001,1.3210000000000000e+003,2.6300000000000000e+002,5.0600000000000000e+002,2.5200000000000000e+002,3.7799999999999997e+001,-1.2220999999999999e+002
2.5730000000000000e+005,4.7439999999999998e+000,4.8000000000000000e+001,1.6940000000000000e+003,2.5900000000000000e+002,6.1000000000000000e+002,2.3800000000000000e+002,3.7799999999999997e+001,-1.2219000000000000e+002
2.4690000000000000e+005,4.2727000000000004e+000,4.6000000000000000e+001,1.9380000000000000e+003,3.4100000000000000e+002,7.6800000000000000e+002,3.3200000000000000e+002,3.7799999999999997e+001,-1.2219000000000000e+002
1.7990000000000000e+005,2.9843999999999999e+000,5.0000000000000000e+001,9.6800000000000000e+002,1.9500000000000000e+002,4.6200000000000000e+002,1.8400000000000000e+002,3.7789999999999999e+001,-1.2219000000000000e+002
1.6960000000000000e+005,4.1738999999999997e+000,4.0000000000000000e+001,1.0600000000000000e+003,2.5600000000000000e+002,6.6700000000000000e+002,2.3500000000000000e+002,3.7789999999999999e+001,-1.2220000000000000e+002
2.0330000000000000e+005,3.8487000000000000e+000,4.6000000000000000e+001,2.0410000000000000e+003,4.0500000000000000e+002,1.0590000000000000e+003,3.9900000000000000e+002,3.7799999999999997e+001,-1.2220000000000000e+002
2.6340000000000000e+005,4.0114000000000001e+000,5.2000000000000000e+001,1.8130000000000000e+003,2.7100000000000000e+002,6.3700000000000000e+002,2.7700000000000000e+002,3.7799999999999997e+001,-1.2219000000000000e+002
2.3180000000000000e+005,4.6562999999999999e+000,4.5000000000000000e+001,2.7180000000000000e+003,4.5100000000000000e+002,1.1060000000000000e+003,4.5400000000000000e+002,3.7789999999999999e+001,-1.2219000000000000e+002
1.4050000000000000e+005,2.9297000000000000e+000,2.8000000000000000e+001,3.1440000000000000e+003,7.6100000000000000e+002,1.7370000000000000e+003,6.6900000000000000e+002,3.7789999999999999e+001,-1.2219000000000000e+002
1.2600000000000000e+005,2.3035999999999999e+000,3.5000000000000000e+001,1.8020000000000000e+003,4.5900000000000000e+002,1.0090000000000000e+003,3.9000000000000000e+002,3.7789999999999999e+001,-1.2220000000000000e+002
1.2200000000000000e+005,2.6667000000000001e+000,4.9000000000000000e+001,8.8200000000000000e+002,1.9500000000000000e+002,7.3700000000000000e+002,2.1000000000000000e+002,3.7789999999999999e+001,-1.2220000000000000e+002
1.3470000000000000e+005,2.6190000000000002e+000,4.4000000000000000e+001,1.6210000000000000e+003,4.5200000000000000e+002,1.3540000000000000e+003,4.9100000000000000e+002,3.7789999999999999e+001,-1.2220000000000000e+002
1.3940000000000000e+005,2.4167000000000001e+000,4.5000000000000000e+001,2.1150000000000000e+003,5.3300000000000000e+002,1.5300000000000000e+003,4.7400000000000000e+002,3.7789999999999999e+001,-1.2220999999999999e+002
1.1540000000000000e+005,2.7787999999999999e+000,4.5000000000000000e+001,2.0210000000000000e+003,5.2800000000000000e+002,1.4100000000000000e+003,4.8000000000000000e+002,3.7789999999999999e+001,-1.2220000000000000e+002
1.3730000000000000e+005,2.7351999999999999e+000,4.6000000000000000e+001,2.2390000000000000e+003,5.0800000000000000e+002,1.3900000000000000e+003,5.6900000000000000e+002,3.7780000000000001e+001,-1.2220999999999999e+002
1.3700000000000000e+005,1.8472000000000000e+000,5.2000000000000000e+001,1.4770000000000000e+003,3.0000000000000000e+002,1.0650000000000000e+003,2.6900000000000000e+002,3.7780000000000001e+001,-1.2220999999999999e+002
1.4260000000000000e+005,2.6583000000000001e+000,5.2000000000000000e+001,1.0560000000000000e+003,2.2400000000000000e+002,7.9200000000000000e+002,2.4500000000000000e+002,3.7780000000000001e+001,-1.2220999999999999e+002
1.3750000000000000e+005,3.0535999999999999e+000,4.9000000000000000e+001,8.9800000000000000e+002,2.4400000000000000e+002,7.7900000000000000e+002,2.4500000000000000e+002,3.7780000000000001e+001,-1.2220999999999999e+002
1.1170000000000000e+005,2.3906000000000001e+000,4.4000000000000000e+001,2.9680000000000000e+003,7.1000000000000000e+002,2.2690000000000000e+003,6.1000000000000000e+002,3.7780000000000001e+001,-1.2222000000000000e+002
1.2680000000000000e+005,1.7188000000000001e+000,4.3000000000000000e+001,1.7020000000000000e+003,4.6000000000000000e+002,1.2270000000000000e+003,4.0700000000000000e+002,3.7780000000000001e+001,-1.2220999999999999e+002
1.1130000000000000e+005,2.6250000000000000e+000,4.7000000000000000e+001,8.8100000000000000e+002,2.4800000000000000e+002,7.5300000000000000e+002,2.4100000000000000e+002,3.7780000000000001e+001,-1.2220999999999999e+002
1.1480000000000000e+005,2.8014999999999999e+000,4.0000000000000000e+001,4.9400000000000000e+002,1.1400000000000000e+002,5.4700000000000000e+002,1.3500000000000000e+002,3.7770000000000003e+001,-1.2222000000000000e+002
1.0230000000000000e+005,1.7276000000000000e+000,5.0000000000000000e+001,1.7760000000000000e+003,4.7300000000000000e+002,1.8070000000000000e+003,4.4000000000000000e+002,3.7780000000000001e+001,-1.2222000000000000e+002
1.3190000000000000e+005,2.0800999999999998e+000,4.4000000000000000e+001,1.6780000000000000e+003,5.1400000000000000e+002,1.7000000000000000e+003,4.9500000000000000e+002,3.7780000000000001e+001,-1.2222000000000000e+002
1.1910000000000000e+005,2.4889999999999999e+000,5.1000000000000000e+001,1.6370000000000000e+003,4.6300000000000000e+002,1.5430000000000000e+003,3.9300000000000000e+002,3.7780000000000001e+001,-1.2222000000000000e+002
8.0600000000000000e+004,1.7545999999999999e+000,5.2000000000000000e+001,1.4200000000000000e+003,3.1400000000000000e+002,1.0850000000000000e+003,3.0000000000000000e+002,3.7759999999999998e+001,-1.2220999999999999e+002
8.0600000000000000e+004,4.0903999999999998e+000,5.2000000000000000e+001,5.9100000000000000e+002,1.7300000000000000e+002,3.5300000000000000e+002,1.3700000000000000e+002,3.7770000000000003e+001,-1.2220999999999999e+002
8.8800000000000000e+004,2.6764999999999999e+000,5.2000000000000000e+001,7.4500000000000000e+002,1.5300000000000000e+002,4.7300000000000000e+002,1.4900000000000000e+002,3.7770000000000003e+001,-1.2220999999999999e+002
1.0240000000000000e+005,2.4338000000000002e+000,4.9000000000000000e+001,2.2720000000000000e+003,4.9800000000000000e+002,1.6210000000000000e+003,4.8300000000000000e+002,3.7770000000000003e+001,-1.2220000000000000e+002
9.8700000000000000e+004,2.3309000000000002e+000,4.6000000000000000e+001,1.2340000000000000e+003,3.7500000000000000e+002,1.1830000000000000e+003,3.5400000000000000e+002,3.7770000000000003e+001,-1.2220999999999999e+002
1.0000000000000000e+005,2.2604000000000002e+000,4.3000000000000000e+001,1.0170000000000000e+003,3.2800000000000000e+002,8.3600000000000000e+002,2.7700000000000000e+002,3.7770000000000003e+001,-1.2220999999999999e+002
9.2300000000000000e+004,1.8039000000000001e+000,4.2000000000000000e+001,9.3200000000000000e+002,2.5400000000000000e+002,9.0000000000000000e+002,2.6300000000000000e+002,3.7770000000000003e+001,-1.2219000000000000e+002
9.4800000000000000e+004,2.2562000000000002e+000,3.9000000000000000e+001,2.6890000000000000e+003,5.9700000000000000e+002,1.8880000000000000e+003,5.3700000000000000e+002,3.7770000000000003e+001,-1.2220000000000000e+002
1.0200000000000000e+005,2.0562000000000000e+000,4.1000000000000000e+001,1.5470000000000000e+003,4.1500000000000000e+002,1.0240000000000000e+003,3.4100000000000000e+002,3.7770000000000003e+001,-1.2220000000000000e+002
1.5840000000000000e+005,3.5398000000000001e+000,5.2000000000000000e+001,2.3000000000000000e+003,4.4300000000000000e+002,1.2250000000000000e+003,4.2300000000000000e+002,3.7780000000000001e+001,-1.2220000000000000e+002
1.2160000000000000e+005,3.1166999999999998e+000,3.9000000000000000e+001,1.7520000000000000e+003,3.9900000000000000e+002,1.0710000000000000e+003,3.7600000000000000e+002,3.7780000000000001e+001,-1.2220000000000000e+002
1.2910000000000000e+005,2.5400999999999998e+000,5.0000000000000000e+001,1.8670000000000000e+003,4.0300000000000000e+002,1.1280000000000000e+003,3.7800000000000000e+002,3.7780000000000001e+001,-1.2220000000000000e+002
1.2140000000000000e+005,2.8980000000000001e+000,4.3000000000000000e+001,2.4300000000000000e+003,5.0200000000000000e+002,1.5370000000000000e+003,4.8400000000000000e+002,3.7770000000000003e+001,-1.2220000000000000e+002
1.0280000000000000e+005,2.3125000000000000e+000,4.4000000000000000e+001,1.7290000000000000e+003,4.1400000000000000e+002,1.2400000000000000e+003,3.9300000000000000e+002,3.7780000000000001e+001,-1.2220999999999999e+002
1.6000000000000000e+005,2.8750000000000000e+000,5.2000000000000000e+001,1.0260000000000000e+003,1.8000000000000000e+002,4.6900000000000000e+002,1.6800000000000000e+002,3.7780000000000001e+001,-1.2219000000000000e+002
1.4390000000000000e+005,3.3715000000000002e+000,5.2000000000000000e+001,2.1700000000000000e+003,4.2800000000000000e+002,1.0860000000000000e+003,4.2500000000000000e+002,3.7770000000000003e+001,-1.2219000000000000e+002
1.5120000000000000e+005,3.5114000000000001e+000,5.2000000000000000e+001,2.3290000000000000e+003,4.4500000000000000e+002,1.1440000000000000e+003,4.1700000000000000e+002,3.7770000000000003e+001,-1.2219000000000000e+002
1.6440000000000000e+005,4.3125000000000000e+000,5.2000000000000000e+001,2.4920000000000000e+003,4.1500000000000000e+002,1.1090000000000000e+003,3.7500000000000000e+002,3.7780000000000001e+001,-1.2219000000000000e+002
1.5650000000000000e+005,3.2200000000000002e+000,5.2000000000000000e+001,2.1980000000000000e+003,3.9700000000000000e+002,9.8400000000000000e+002,3.6900000000000000e+002,3.7780000000000001e+001,-1.2219000000000000e+002
2.2500000000000000e+005,3.8750000000000000e+000,3.3000000000000000e+001,1.4200000000000000e+002,3.1000000000000000e+001,5.7500000000000000e+002,4.7000000000000000e+001,3.7780000000000001e+001,-1.2218000000000001e+002
1.7420000000000000e+005,5.2328000000000001e+000,4.9000000000000000e+001,1.1830000000000000e+003,2.0500000000000000e+002,4.9600000000000000e+002,2.0900000000000000e+002,3.7780000000000001e+001,-1.2219000000000000e+002
1.6690000000000000e+005,3.7262000000000000e+000,5.2000000000000000e+001,1.0700000000000000e+003,1.9300000000000000e+002,5.5500000000000000e+002,1.9000000000000000e+002,3.7780000000000001e+001,-1.2219000000000000e+002
1.6350000000000000e+005,4.5892999999999997e+000,4.5000000000000000e+001,1.7660000000000000e+003,3.3200000000000000e+002,8.6900000000000000e+002,3.2700000000000000e+002,3.7780000000000001e+001,-1.2220000000000000e+002
2.5300000000000000e+005,5.2577999999999996e+000,3.9000000000000000e+001,6.1700000000000000e+002,9.5000000000000000e+001,2.3600000000000000e+002,1.0600000000000000e+002,3.7789999999999999e+001,-1.2218000000000001e+002
2.4070000000000000e+005,7.0875000000000004e+000,4.1000000000000000e+001,1.4110000000000000e+003,2.3300000000000000e+002,6.2600000000000000e+002,2.1400000000000000e+002,3.7789999999999999e+001,-1.2218000000000001e+002
2.0810000000000000e+005,3.9712000000000001e+000,4.6000000000000000e+001,2.1090000000000000e+003,3.8700000000000000e+002,9.2200000000000000e+002,3.2900000000000000e+002,3.7789999999999999e+001,-1.2218000000000001e+002
1.9810000000000000e+005,2.9514000000000000e+000,4.7000000000000000e+001,1.2290000000000000e+003,2.4300000000000000e+002,5.8200000000000000e+002,2.5600000000000000e+002,3.7789999999999999e+001,-1.2219000000000000e+002
1.7280000000000000e+005,2.6667000000000001e+000,5.0000000000000000e+001,9.5400000000000000e+002,2.1700000000000000e+002,5.4600000000000000e+002,2.0100000000000000e+002,3.7789999999999999e+001,-1.2219000000000000e+002
3.3670000000000000e+005,5.4446000000000003e+000,3.7000000000000000e+001,1.6430000000000000e+003,2.6200000000000000e+002,6.2000000000000000e+002,2.6600000000000000e+002,3.7810000000000002e+001,-1.2218000000000001e+002
3.1820000000000000e+005,6.2838000000000003e+000,3.4000000000000000e+001,1.3550000000000000e+003,1.9500000000000000e+002,4.4200000000000000e+002,1.9500000000000000e+002,3.7799999999999997e+001,-1.2218000000000001e+002
2.8580000000000000e+005,6.7526999999999999e+000,2.3000000000000000e+001,2.3170000000000000e+003,3.3600000000000000e+002,9.5500000000000000e+002,3.2800000000000000e+002,3.7799999999999997e+001,-1.2218000000000001e+002
2.9300000000000000e+005,7.0712000000000002e+000,2.4000000000000000e+001,2.4590000000000000e+003,3.1700000000000000e+002,9.1600000000000000e+002,3.2400000000000000e+002,3.7770000000000003e+001,-1.2213000000000000e+002
3.7100000000000000e+005,5.9848999999999997e+000,2.2000000000000000e+001,1.2842000000000000e+004,2.0480000000000000e+003,4.9850000000000000e+003,1.9670000000000000e+003,3.7789999999999999e+001,-1.2216000000000000e+002
1.5730000000000000e+005,3.6875000000000000e+000,4.2000000000000000e+001,1.5240000000000000e+003,2.6000000000000000e+002,6.5100000000000000e+002,2.6700000000000000e+002,3.7780000000000001e+001,-1.2217000000000000e+002
1.3530000000000000e+005,2.8750000000000000e+000,3.0000000000000000e+001,3.3260000000000000e+003,7.4600000000000000e+002,1.7040000000000000e+003,7.0300000000000000e+002,3.7770000000000003e+001,-1.2217000000000000e+002
1.3670000000000000e+005,3.4205000000000001e+000,4.3000000000000000e+001,1.9850000000000000e+003,4.4000000000000000e+002,1.0850000000000000e+003,4.0700000000000000e+002,3.7780000000000001e+001,-1.2218000000000001e+002
1.6070000000000000e+005,3.2984000000000000e+000,5.0000000000000000e+001,1.6420000000000000e+003,3.2200000000000000e+002,7.1300000000000000e+002,2.8400000000000000e+002,3.7780000000000001e+001,-1.2218000000000001e+002
1.4060000000000000e+005,3.8750000000000000e+000,4.9000000000000000e+001,8.9300000000000000e+002,1.7700000000000000e+002,4.6800000000000000e+002,1.8100000000000000e+002,3.7780000000000001e+001,-1.2217000000000000e+002
1.4400000000000000e+005,4.1749999999999998e+000,5.2000000000000000e+001,6.5300000000000000e+002,1.2800000000000000e+002,2.9600000000000000e+002,1.2100000000000000e+002,3.7780000000000001e+001,-1.2217000000000000e+002
1.6190000000000000e+005,4.3750000000000000e+000,4.7000000000000000e+001,1.2560000000000000e+003,2.1700000000000000e+002,5.7000000000000000e+002,2.1800000000000000e+002,3.7770000000000003e+001,-1.2216000000000000e+002
1.5630000000000000e+005,4.7708000000000004e+000,4.8000000000000000e+001,9.7700000000000000e+002,1.9400000000000000e+002,4.4600000000000000e+002,1.8000000000000000e+002,3.7770000000000003e+001,-1.2216000000000000e+002
1.7600000000000000e+005,3.5739000000000001e+000,4.5000000000000000e+001,2.3240000000000000e+003,3.9700000000000000e+002,9.6800000000000000e+002,3.8400000000000000e+002,3.7770000000000003e+001,-1.2216000000000000e+002
1.4580000000000000e+005,3.0958000000000001e+000,3.9000000000000000e+001,1.5830000000000000e+003,3.4900000000000000e+002,8.5700000000000000e+002,3.1600000000000000e+002,3.7770000000000003e+001,-1.2216000000000000e+002
1.4190000000000000e+005,3.3957999999999999e+000,3.9000000000000000e+001,1.6120000000000000e+003,3.4200000000000000e+002,9.1200000000000000e+002,3.2200000000000000e+002,3.7770000000000003e+001,-1.2217000000000000e+002
9.0700000000000000e+004,1.8710000000000000e+000,3.1000000000000000e+001,2.4240000000000000e+003,5.3300000000000000e+002,1.3600000000000000e+003,4.5200000000000000e+002,3.7770000000000003e+001,-1.2217000000000000e+002
9.0600000000000000e+004,1.9356000000000000e+000,4.1000000000000000e+001,1.5940000000000000e+003,3.6700000000000000e+002,1.0740000000000000e+003,3.5500000000000000e+002,3.7759999999999998e+001,-1.2217000000000000e+002
1.0790000000000000e+005,2.1842000000000001e+000,4.7000000000000000e+001,2.1180000000000000e+003,4.1300000000000000e+002,9.6500000000000000e+002,3.8200000000000000e+002,3.7759999999999998e+001,-1.2217000000000000e+002
1.0700000000000000e+005,2.2917000000000001e+000,3.7000000000000000e+001,1.5750000000000000e+003,3.5800000000000000e+002,9.3300000000000000e+002,3.2000000000000000e+002,3.7759999999999998e+001,-1.2218000000000001e+002
9.8200000000000000e+004,2.4333000000000000e+000,3.8000000000000000e+001,1.7640000000000000e+003,3.9700000000000000e+002,9.8700000000000000e+002,3.5400000000000000e+002,3.7759999999999998e+001,-1.2217000000000000e+002
8.9500000000000000e+004,1.9479000000000000e+000,5.0000000000000000e+001,1.1870000000000000e+003,2.6100000000000000e+002,9.0700000000000000e+002,2.4600000000000000e+002,3.7759999999999998e+001,-1.2218000000000001e+002
9.3800000000000000e+004,3.9062999999999999e+000,5.2000000000000000e+001,7.5400000000000000e+002,1.7500000000000000e+002,4.4700000000000000e+002,1.6500000000000000e+002,3.7759999999999998e+001,-1.2218000000000001e+002
9.6700000000000000e+004,1.8407000000000000e+000,4.9000000000000000e+001,2.3080000000000000e+003,4.5200000000000000e+002,1.2990000000000000e+003,4.5100000000000000e+002,3.7759999999999998e+001,-1.2218000000000001e+002
9.7500000000000000e+004,2.0785999999999998e+000,2.7000000000000000e+001,9.0900000000000000e+002,2.3600000000000000e+002,3.9600000000000000e+002,1.5700000000000000e+002,3.7770000000000003e+001,-1.2218000000000001e+002
9.7300000000000000e+004,2.8125000000000000e+000,4.2000000000000000e+001,1.1800000000000000e+003,2.5700000000000000e+002,8.7700000000000000e+002,2.6800000000000000e+002,3.7770000000000003e+001,-1.2218000000000001e+002
9.1200000000000000e+004,1.8913000000000000e+000,4.3000000000000000e+001,2.0180000000000000e+003,4.0800000000000000e+002,1.1110000000000000e+003,3.6700000000000000e+002,3.7759999999999998e+001,-1.2218000000000001e+002
9.1400000000000000e+004,1.7056000000000000e+000,4.9000000000000000e+001,1.3680000000000000e+003,2.8200000000000000e+002,7.9000000000000000e+002,2.6900000000000000e+002,3.7759999999999998e+001,-1.2219000000000000e+002
9.6200000000000000e+004,2.2768000000000002e+000,5.2000000000000000e+001,2.7440000000000000e+003,5.4700000000000000e+002,1.4790000000000000e+003,5.5400000000000000e+002,3.7770000000000003e+001,-1.2218000000000001e+002
1.2010000000000000e+005,3.2551999999999999e+000,5.1000000000000000e+001,2.1070000000000000e+003,4.7100000000000000e+002,1.1730000000000000e+003,4.3800000000000000e+002,3.7770000000000003e+001,-1.2218000000000001e+002
1.0000000000000000e+005,2.0556000000000001e+000,5.2000000000000000e+001,1.7480000000000000e+003,3.6200000000000000e+002,1.0290000000000000e+003,3.6600000000000000e+002,3.7770000000000003e+001,-1.2218000000000001e+002
9.4700000000000000e+004,2.4659000000000000e+000,5.2000000000000000e+001,2.0240000000000000e+003,3.9100000000000000e+002,1.0300000000000000e+003,3.5000000000000000e+002,3.7759999999999998e+001,-1.2219000000000000e+002
8.5700000000000000e+004,1.7500000000000000e+000,4.7000000000000000e+001,1.1160000000000000e+003,2.5900000000000000e+002,8.2600000000000000e+002,2.7900000000000000e+002,3.7759999999999998e+001,-1.2220000000000000e+002
8.9300000000000000e+004,2.0468999999999999e+000,4.1000000000000000e+001,2.0360000000000000e+003,5.1000000000000000e+002,1.4120000000000000e+003,4.5400000000000000e+002,3.7770000000000003e+001,-1.2219000000000000e+002
1.0140000000000000e+005,2.7159000000000000e+000,4.5000000000000000e+001,1.8520000000000000e+003,3.9300000000000000e+002,1.1320000000000000e+003,3.4900000000000000e+002,3.7770000000000003e+001,-1.2219000000000000e+002
7.2500000000000000e+004,1.2082999999999999e+000,4.1000000000000000e+001,9.2100000000000000e+002,2.0700000000000000e+002,5.2200000000000000e+002,1.5900000000000000e+002,3.7759999999999998e+001,-1.2219000000000000e+002
7.4100000000000000e+004,1.9250000000000000e+000,4.5000000000000000e+001,9.9500000000000000e+002,2.3800000000000000e+002,6.3000000000000000e+002,2.3700000000000000e+002,3.7759999999999998e+001,-1.2219000000000000e+002
7.0000000000000000e+004,1.5809000000000000e+000,3.6000000000000000e+001,6.0600000000000000e+002,1.3200000000000000e+002,5.3100000000000000e+002,1.3300000000000000e+002,3.7750000000000000e+001,-1.2220000000000000e+002
8.4600000000000000e+004,1.4097000000000000e+000,3.7000000000000000e+001,2.6800000000000000e+003,7.3600000000000000e+002,1.9250000000000000e+003,6.6700000000000000e+002,3.7759999999999998e+001,-1.2220000000000000e+002
8.1800000000000000e+004,7.6829999999999998e-001,3.8000000000000000e+001,1.4930000000000000e+003,3.7000000000000000e+002,1.1440000000000000e+003,3.5100000000000000e+002,3.7759999999999998e+001,-1.2219000000000000e+002
8.1400000000000000e+004,1.3193999999999999e+000,1.9000000000000000e+001,2.2070000000000000e+003,5.6500000000000000e+002,1.4810000000000000e+003,5.2000000000000000e+002,3.7750000000000000e+001,-1.2219000000000000e+002
8.1800000000000000e+004,8.0120000000000002e-001,2.8000000000000000e+001,8.5600000000000000e+002,1.8900000000000000e+002,4.3500000000000000e+002,1.6200000000000000e+002,3.7750000000000000e+001,-1.2219000000000000e+002
8.5800000000000000e+004,1.9479000000000000e+000,2.6000000000000000e+001,1.2930000000000000e+003,2.9700000000000000e+002,9.8400000000000000e+002,3.0300000000000000e+002,3.7759999999999998e+001,-1.2219000000000000e+002
8.7100000000000000e+004,1.1765000000000001e+000,3.6000000000000000e+001,8.4700000000000000e+002,2.1200000000000000e+002,5.6700000000000000e+002,1.5900000000000000e+002,3.7740000000000002e+001,-1.2219000000000000e+002
8.3500000000000000e+004,2.3456000000000001e+000,4.2000000000000000e+001,5.4100000000000000e+002,1.5400000000000000e+002,3.8000000000000000e+002,1.2300000000000000e+002,3.7740000000000002e+001,-1.2218000000000001e+002
7.9700000000000000e+004,2.1537999999999999e+000,4.4000000000000000e+001,1.0660000000000000e+003,2.5300000000000000e+002,8.2500000000000000e+002,2.4400000000000000e+002,3.7729999999999997e+001,-1.2219000000000000e+002
8.3400000000000000e+004,2.5139000000000000e+000,4.3000000000000000e+001,7.0700000000000000e+002,1.4700000000000000e+002,4.1700000000000000e+002,1.5500000000000000e+002,3.7740000000000002e+001,-1.2219000000000000e+002
8.4700000000000000e+004,1.2625000000000000e+000,4.5000000000000000e+001,1.5280000000000000e+003,2.9100000000000000e+002,8.0100000000000000e+002,2.8700000000000000e+002,3.7729999999999997e+001,-1.2219000000000000e+002
8.0000000000000000e+004,2.9062999999999999e+000,4.2000000000000000e+001,9.0900000000000000e+002,2.1500000000000000e+002,6.4600000000000000e+002,1.9800000000000000e+002,3.7729999999999997e+001,-1.2218000000000001e+002
7.6400000000000000e+004,2.5192000000000001e+000,4.3000000000000000e+001,1.3910000000000000e+003,2.9300000000000000e+002,8.5500000000000000e+002,2.8500000000000000e+002,3.7729999999999997e+001,-1.2218000000000001e+002
7.9700000000000000e+004,2.1111000000000000e+000,4.4000000000000000e+001,5.4800000000000000e+002,1.1900000000000000e+002,4.3500000000000000e+002,1.3600000000000000e+002,3.7729999999999997e+001,-1.2218000000000001e+002
8.2400000000000000e+004,2.4550000000000001e+000,4.2000000000000000e+001,4.0740000000000000e+003,8.7400000000000000e+002,2.7360000000000000e+003,7.8000000000000000e+002,3.7729999999999997e+001,-1.2218000000000001e+002
9.7700000000000000e+004,2.4028000000000000e+000,4.1000000000000000e+001,1.6130000000000000e+003,4.4500000000000000e+002,1.4810000000000000e+003,4.1400000000000000e+002,3.7740000000000002e+001,-1.2217000000000000e+002
9.7200000000000000e+004,2.1499999999999999e+000,4.7000000000000000e+001,4.6300000000000000e+002,1.3400000000000000e+002,3.2700000000000000e+002,1.3700000000000000e+002,3.7740000000000002e+001,-1.2217000000000000e+002
1.0160000000000000e+005,2.4775999999999998e+000,4.3000000000000000e+001,8.1800000000000000e+002,1.9300000000000000e+002,4.9400000000000000e+002,1.7900000000000000e+002,3.7740000000000002e+001,-1.2217000000000000e+002
8.6500000000000000e+004,2.1587000000000001e+000,4.3000000000000000e+001,1.4730000000000000e+003,3.7100000000000000e+002,1.2310000000000000e+003,3.4100000000000000e+002,3.7729999999999997e+001,-1.2217000000000000e+002
9.0500000000000000e+004,1.8438000000000001e+000,3.5000000000000000e+001,5.0400000000000000e+002,1.2600000000000000e+002,3.2300000000000000e+002,1.0900000000000000e+002,3.7740000000000002e+001,-1.2218000000000001e+002
1.0760000000000000e+005,3.0297999999999998e+000,4.6000000000000000e+001,1.0260000000000000e+003,2.2600000000000000e+002,7.4900000000000000e+002,2.2500000000000000e+002,3.7740000000000002e+001,-1.2217000000000000e+002
8.4200000000000000e+004,2.2500000000000000e+000,4.6000000000000000e+001,7.6900000000000000e+002,1.8300000000000000e+002,6.9300000000000000e+002,1.7800000000000000e+002,3.7740000000000002e+001,-1.2217000000000000e+002
8.8900000000000000e+004,2.2467000000000001e+000,4.6000000000000000e+001,2.1030000000000000e+003,3.9100000000000000e+002,1.3390000000000000e+003,3.5400000000000000e+002,3.7740000000000002e+001,-1.2218000000000001e+002
8.0700000000000000e+004,4.0468999999999999e+000,4.5000000000000000e+001,3.3000000000000000e+002,7.6000000000000000e+001,2.8200000000000000e+002,8.0000000000000000e+001,3.7750000000000000e+001,-1.2218000000000001e+002
8.7100000000000000e+004,1.3250000000000000e+000,4.6000000000000000e+001,9.4100000000000000e+002,2.1800000000000000e+002,6.2100000000000000e+002,1.9500000000000000e+002,3.7750000000000000e+001,-1.2218000000000001e+002
8.5100000000000000e+004,1.6195999999999999e+000,3.8000000000000000e+001,9.9200000000000000e+002,2.7900000000000000e+002,7.3200000000000000e+002,2.5900000000000000e+002,3.7750000000000000e+001,-1.2217000000000000e+002
8.2000000000000000e+004,2.1730999999999998e+000,4.5000000000000000e+001,9.9000000000000000e+002,2.6100000000000000e+002,9.0100000000000000e+002,2.6000000000000000e+002,3.7750000000000000e+001,-1.2218000000000001e+002
8.2800000000000000e+004,1.9167000000000001e+000,3.6000000000000000e+001,1.1260000000000000e+003,2.6300000000000000e+002,4.8200000000000000e+002,1.5000000000000000e+002,3.7750000000000000e+001,-1.2219000000000000e+002
8.4600000000000000e+004,2.0690000000000000e+000,4.3000000000000000e+001,1.0360000000000000e+003,2.3300000000000000e+002,6.5200000000000000e+002,2.1300000000000000e+002,3.7750000000000000e+001,-1.2218000000000001e+002
8.2100000000000000e+004,1.7120000000000000e+000,3.6000000000000000e+001,1.0470000000000000e+003,2.1400000000000000e+002,6.5100000000000000e+002,1.6600000000000000e+002,3.7750000000000000e+001,-1.2218000000000001e+002
8.9300000000000000e+004,2.5625000000000000e+000,3.3000000000000000e+001,1.2800000000000000e+003,3.0700000000000000e+002,9.9900000000000000e+002,2.8600000000000000e+002,3.7759999999999998e+001,-1.2217000000000000e+002
9.8300000000000000e+004,1.9821000000000000e+000,4.3000000000000000e+001,1.5870000000000000e+003,3.2000000000000000e+002,9.0700000000000000e+002,3.0600000000000000e+002,3.7750000000000000e+001,-1.2217000000000000e+002
